,chr,x1,x2
1145,14,233160000,233440000
1146,14,279390000,279550000
1147,14,182910000,183150000
1148,14,116580000,116850000
1149,14,223110000,223200000
1150,14,140700000,140990000
1151,14,78390000,78710000
1152,14,144720000,145030000
1153,14,158790000,159020000
1154,14,337680000,338000000
1155,14,269340000,269490000
1156,14,114570000,114850000
1157,14,269340000,269740000
1158,14,351750000,352000000
1159,14,130650000,131020000
1160,14,180900000,181170000
1161,14,64320000,64580000
1162,14,92460000,92730000
1163,14,255270000,255510000
1164,14,0,150000
1165,14,110550000,110950000
1166,14,347730000,348000000
1167,14,361800000,362000000
1168,14,0,250000
1169,14,321600000,322000000
1170,14,261300000,261570000
1171,14,213060000,213500000
1172,14,0,210000
1173,14,110550000,110770000
1174,14,231150000,231560000
1175,14,219090000,219360000
1176,14,331650000,332000000
1177,14,114570000,114990000
1178,14,108540000,108890000
1179,14,180900000,181390000
1180,14,188940000,189080000
1181,14,80400000,80720000
1182,14,341700000,342000000
1183,14,94470000,94770000
1184,14,150750000,151020000
1185,14,231150000,231520000
1186,14,0,410000
1187,14,84420000,84840000
1188,14,158790000,158980000
1189,14,223110000,223540000
1190,15,0,190000
1191,15,146730000,147020000
1192,15,0,380000
1193,15,122610000,123110000
1194,15,0,360000
1195,15,361800000,362000000
1196,15,293460000,293790000
1197,15,261300000,261510000
1198,15,0,320000
1199,15,156780000,157420000
1200,15,144720000,144990000
1201,15,114570000,114800000
1202,15,0,430000
