,chr,x1,x2
1164,13,102510000,102830000
1165,13,0,290000
1166,13,361800000,362000000
1167,13,0,440000
1168,13,317580000,318000000
1169,13,233160000,233530000
1170,13,0,250000
1171,13,98490000,98910000
1172,13,245220000,245450000
1173,13,0,390000
1174,13,343710000,344000000
1175,13,223110000,223510000
1176,13,0,440000
1177,13,369840000,370000000
1178,13,329640000,330000000
1179,13,130650000,130930000
1180,13,219090000,219480000
1181,13,359790000,360000000
1182,13,245220000,245510000
1183,13,106530000,106940000
1184,13,146730000,147180000
1185,13,313560000,314000000
1186,13,86430000,86780000
1187,13,158790000,159100000
1188,13,201000000,201100000
1189,14,201000000,201180000
1190,14,335670000,336000000
1191,14,116580000,117020000
1192,14,182910000,183170000
1193,14,124620000,125030000
1194,14,223110000,223210000
1195,14,219090000,219370000
1196,14,0,390000
1197,14,158790000,159020000
1198,14,0,330000
1199,14,343710000,344000000
